model,metric,mean,std,n,ci95_lo,ci95_hi,nb_ci95_lo,nb_ci95_hi
B4_random_forest,roc_auc__BRCA_LumB,0.9784289781100126,0.0066767825993981084,25,0.9756729377093725,0.9811850185106528,0.9710081122237285,0.9858498439962967
B4_random_forest,pr_auc__BRCA_LumB,0.9279953247799232,0.02817591153461195,25,0.9163648801221543,0.939625769437692,0.8966793941487521,0.9593112554110943
B5_xgboost,macro_f1,0.9259422495958151,0.022770671245068843,25,0.9165429784698146,0.9353415207218155,0.9006339375555885,0.9512505616360416
B5_xgboost,weighted_f1,0.935765319639935,0.017314816769370273,25,0.9286181145549038,0.9429125247249662,0.9165208809932935,0.9550097582865765
B5_xgboost,balanced_accuracy,0.9271916482640167,0.02461920500465963,25,0.9170293399045082,0.9373539566235252,0.8998287955955797,0.9545545009324536
B5_xgboost,mcc,0.9000991757815936,0.026899796814614726,25,0.8889954853908397,0.9112028661723475,0.8702015744207909,0.9299967771423963
B5_xgboost,f1__BRCA_Basal,0.9875899058145086,0.011032647014341689,25,0.9830358529537386,0.9921439586752785,0.9753277432166844,0.9998520684123328
B5_xgboost,precision__BRCA_Basal,0.9940084670231729,0.012234735676171435,25,0.9889582163503831,0.9990587176959628,0.9804102509280153,1.0076066831183306
B5_xgboost,recall__BRCA_Basal,0.9815530303030303,0.019858385802603185,25,0.9733558915241809,0.9897501690818797,0.9594815586675016,1.003624501938559
B5_xgboost,f1__BRCA_Her2,0.895996343839274,0.05566703820484774,25,0.8730181198230584,0.9189745678554895,0.8341255821879856,0.9578671054905623
B5_xgboost,precision__BRCA_Her2,0.9023802001232343,0.08161296150810644,25,0.8686920253498774,0.9360683748965911,0.8116720135201955,0.9930883867262731
B5_xgboost,recall__BRCA_Her2,0.899,0.08592565154011107,25,0.8635316342758828,0.9344683657241173,0.8034985025679542,0.9945014974320459
B5_xgboost,f1__BRCA_LumA,0.9516433252721634,0.014077738634310135,25,0.9458323203684978,0.957454330175829,0.9359967157215104,0.9672899348228164
B5_xgboost,precision__BRCA_LumA,0.955823349798934,0.017926475253021767,25,0.9484236645009796,0.9632230350968884,0.9358990873737267,0.9757476122241413
B5_xgboost,recall__BRCA_LumA,0.9479166666666665,0.02189152814742794,25,0.9388802879756033,0.9569530453577297,0.9235854724111398,0.9722478609221933
B5_xgboost,f1__BRCA_LumB,0.8685394234573144,0.036586824490017725,25,0.8534371245694174,0.8836417223452113,0.8278752392183499,0.9092036076962788
B5_xgboost,precision__BRCA_LumB,0.8609167676527167,0.05927644211573408,25,0.8364486549284986,0.8853848803769349,0.7950343578829872,0.9267991774224463
B5_xgboost,recall__BRCA_LumB,0.8802968960863697,0.05081640704398495,25,0.8593209142053327,0.9012728779674067,0.8238173363759441,0.9367764557967954
B5_xgboost,roc_auc_macro,0.9934647291500674,0.002745948616235776,25,0.9923312572701968,0.9945982010299381,0.9904127627113893,0.9965166955887456
B5_xgboost,pr_auc_macro,0.9784547912485893,0.009893171543963816,25,0.974371090744684,0.9825384917524945,0.9674590911303352,0.9894504913668433
B5_xgboost,roc_auc__BRCA_Basal,0.9999025252525253,0.00017643931442663292,25,0.9998296946830734,0.9999753558219773,0.9997064229427772,1.0000986275622734
B5_xgboost,pr_auc__BRCA_Basal,0.9995766719911103,0.0007570753540703125,25,0.9992641666442483,0.9998891773379723,0.9987352255931292,1.0004181183890914
B5_xgboost,roc_auc__BRCA_Her2,0.9969268130405855,0.002498175198892757,25,0.9958956170006475,0.9979580090805235,0.9941502327288204,0.9997033933523506
B5_xgboost,pr_auc__BRCA_Her2,0.9720561434149521,0.021417400956265435,25,0.9632154748094627,0.9808968120204414,0.948251914692042,0.9958603721378622
B5_xgboost,roc_auc__BRCA_LumA,0.9917872894947876,0.003566791091950529,25,0.9903149904939267,0.9932595884956484,0.9878230031122799,0.9957515758772952
B5_xgboost,pr_auc__BRCA_LumA,0.9928717371447882,0.0029908914993407192,25,0.9916371578120932,0.9941063164774832,0.9895475305577659,0.9961959437318104
B5_xgboost,roc_auc__BRCA_LumB,0.9852422888123711,0.006559655502341506,25,0.9825345961011595,0.9879499815235827,0.9779516030638954,0.9925329745608468
B5_xgboost,pr_auc__BRCA_LumB,0.9493146124435063,0.02438226857870672,25,0.9392501066337422,0.9593791182532705,0.9222151011995349,0.9764141236874778
