gene,arrow,injected_value,mean_pred,sem_pred
TP53,cnv->rna,1.5,0.6449360251426697,0.02068464835957949
TP53,cnv->rna,2.0,0.7252750396728516,0.021224938265873256
TPX2,cnv->rna,-2.0,-0.34426552057266235,0.031820244925786945
TPX2,cnv->rna,-1.5,-0.3044067621231079,0.03248170734002681
TPX2,cnv->rna,-1.0,-0.23213158547878265,0.03345769086940634
TPX2,cnv->rna,-0.5,-0.09530109912157059,0.03462569795409397
TPX2,cnv->rna,0.0,0.018319647759199142,0.03487380738156022
TPX2,cnv->rna,0.5,0.07332862913608551,0.035082134741399706
TPX2,cnv->rna,1.0,0.1632164865732193,0.0360224966045494
TPX2,cnv->rna,1.5,0.23317840695381165,0.03659739695326568
TPX2,cnv->rna,2.0,0.28122183680534363,0.03690517512344877
TSPAN14,cnv->rna,-2.0,-0.5041004419326782,0.017013006952325865
TSPAN14,cnv->rna,-1.5,-0.4433318078517914,0.017363624834535872
TSPAN14,cnv->rna,-1.0,-0.3247453272342682,0.01800172122280552
TSPAN14,cnv->rna,-0.5,-0.07332516461610794,0.01930265193347604
TSPAN14,cnv->rna,0.0,0.17284691333770752,0.019466141106652162
TSPAN14,cnv->rna,0.5,0.41535675525665283,0.020047814911388167
TSPAN14,cnv->rna,1.0,0.6671037077903748,0.021250323470415635
TSPAN14,cnv->rna,1.5,0.8468616604804993,0.021806330932955933
TSPAN14,cnv->rna,2.0,0.9658194780349731,0.022010417255017307
TWIST1,cnv->rna,-2.0,-0.1691616028547287,0.02557322678968895
TWIST1,cnv->rna,-1.5,-0.15955492854118347,0.025913244256815328
TWIST1,cnv->rna,-1.0,-0.1442006528377533,0.02640667352883109
TWIST1,cnv->rna,-0.5,-0.11702001839876175,0.027038912882656398
TWIST1,cnv->rna,0.0,-0.07622185349464417,0.02722649925763756
TWIST1,cnv->rna,0.5,-0.0825764536857605,0.02650317784221888
TWIST1,cnv->rna,1.0,-0.06480316072702408,0.02668984016785887
TWIST1,cnv->rna,1.5,-0.04574015364050865,0.026909630969996854
TWIST1,cnv->rna,2.0,-0.030974561348557472,0.02706065637387543
TYMS,cnv->rna,-2.0,-0.44156700372695923,0.0238189234741978
TYMS,cnv->rna,-1.5,-0.38781216740608215,0.024678537808715997
TYMS,cnv->rna,-1.0,-0.2872670292854309,0.026066087248313094
TYMS,cnv->rna,-0.5,-0.09180666506290436,0.028054199020098872
TYMS,cnv->rna,0.0,0.07466349750757217,0.029427835414898705
TYMS,cnv->rna,0.5,0.2196141630411148,0.030217640436925364
TYMS,cnv->rna,1.0,0.3764239549636841,0.0324222914032618
TYMS,cnv->rna,1.5,0.49176809191703796,0.03386455153781355
TYMS,cnv->rna,2.0,0.5677993893623352,0.03469073228520223
UBE2C,cnv->rna,-2.0,-0.3120773136615753,0.03207663810689894
UBE2C,cnv->rna,-1.5,-0.2759917378425598,0.03270576097355944
UBE2C,cnv->rna,-1.0,-0.2123783528804779,0.03360023201836703
UBE2C,cnv->rna,-0.5,-0.09242436289787292,0.0346333605896684
UBE2C,cnv->rna,0.0,0.031271591782569885,0.03469279832004995
UBE2C,cnv->rna,0.5,0.09201249480247498,0.03470006867052671
UBE2C,cnv->rna,1.0,0.17967946827411652,0.0358796917528286
UBE2C,cnv->rna,1.5,0.24615506827831268,0.03654380209147772
UBE2C,cnv->rna,2.0,0.2915286421775818,0.03687495609475847
UBE2T,cnv->rna,-2.0,-0.2911115884780884,0.03089077333282083
UBE2T,cnv->rna,-1.5,-0.25216490030288696,0.03146111009823425
UBE2T,cnv->rna,-1.0,-0.18318337202072144,0.03229071898150421
UBE2T,cnv->rna,-0.5,-0.057727884501218796,0.03314687031035467
UBE2T,cnv->rna,0.0,0.043306902050971985,0.033722003850767894
UBE2T,cnv->rna,0.5,0.1086302250623703,0.03317364812699376
UBE2T,cnv->rna,1.0,0.16855114698410034,0.03399387703770617
UBE2T,cnv->rna,1.5,0.21930192410945892,0.03467494934810609
UBE2T,cnv->rna,2.0,0.25610849261283875,0.03509638776661495
VEGFA,cnv->rna,-2.0,-0.4718160927295685,0.01275138183435065
VEGFA,cnv->rna,-1.5,-0.4256760776042938,0.013013069774600323
VEGFA,cnv->rna,-1.0,-0.33275526762008667,0.013458264324815419
VEGFA,cnv->rna,-0.5,-0.1222711056470871,0.014343076438773772
VEGFA,cnv->rna,0.0,0.08868096023797989,0.014515677523024045
VEGFA,cnv->rna,0.5,0.31596609950065613,0.01560784718088599
VEGFA,cnv->rna,1.0,0.5365237593650818,0.01680623674638795
VEGFA,cnv->rna,1.5,0.7054433822631836,0.017573120332221748
VEGFA,cnv->rna,2.0,0.8232613801956177,0.018027628384463958
WIF1,cnv->rna,-2.0,-0.16615816950798035,0.02199768978295966
WIF1,cnv->rna,-1.5,-0.14989598095417023,0.02231273394489621
WIF1,cnv->rna,-1.0,-0.1211167722940445,0.022794976553543494
WIF1,cnv->rna,-0.5,-0.06294628232717514,0.023418779598407304
WIF1,cnv->rna,0.0,0.007957346737384796,0.02343287570958348
WIF1,cnv->rna,0.5,0.02771548368036747,0.023471493998087165
WIF1,cnv->rna,1.0,0.0723995566368103,0.02419335959992117
WIF1,cnv->rna,1.5,0.11054511368274689,0.024674322923277727
WIF1,cnv->rna,2.0,0.13973823189735413,0.02495549108766906
XRCC4,cnv->rna,-2.0,-0.4384728968143463,0.021221614739351354
XRCC4,cnv->rna,-1.5,-0.37908634543418884,0.021791844716043743
XRCC4,cnv->rna,-1.0,-0.2764151990413666,0.02265303472903757
XRCC4,cnv->rna,-0.5,-0.09978130459785461,0.02386524144742403
XRCC4,cnv->rna,0.0,0.048431023955345154,0.023664282509335725
XRCC4,cnv->rna,0.5,0.12030057609081268,0.02421750692704424
XRCC4,cnv->rna,1.0,0.23610670864582062,0.025576650566846923
XRCC4,cnv->rna,1.5,0.3397817015647888,0.026445871527534658
XRCC4,cnv->rna,2.0,0.41846928000450134,0.026897420006651136
ZEB1,cnv->rna,-2.0,-0.1638452261686325,0.03427150373941023
ZEB1,cnv->rna,-1.5,-0.14265522360801697,0.034365235904774506
ZEB1,cnv->rna,-1.0,-0.10892105102539062,0.03441739238787102
ZEB1,cnv->rna,-0.5,-0.054784346371889114,0.03413516941243929
ZEB1,cnv->rna,0.0,-0.010962524451315403,0.033400175336003354
ZEB1,cnv->rna,0.5,0.004956829361617565,0.033297329080203275
ZEB1,cnv->rna,1.0,0.038869403302669525,0.033599031190095836
ZEB1,cnv->rna,1.5,0.06695885211229324,0.033723437870736034
ZEB1,cnv->rna,2.0,0.08763081580400467,0.033749206642929463
ZEB2,cnv->rna,-2.0,-0.13643501698970795,0.032311527526573805
ZEB2,cnv->rna,-1.5,-0.11815094202756882,0.03240388451473459
ZEB2,cnv->rna,-1.0,-0.09032087028026581,0.03249908992857677
ZEB2,cnv->rna,-0.5,-0.04642980918288231,0.032420066275013364
ZEB2,cnv->rna,0.0,-0.0013072910951450467,0.03147026995526478
ZEB2,cnv->rna,0.5,0.0038304405752569437,0.03145923584721206
ZEB2,cnv->rna,1.0,0.035402171313762665,0.03183602350415978
ZEB2,cnv->rna,1.5,0.06149729713797569,0.031985553865943914
ZEB2,cnv->rna,2.0,0.08109769225120544,0.032018226855856285
ZNF703,cnv->rna,-2.0,-0.34915560483932495,0.024492880168798366
ZNF703,cnv->rna,-1.5,-0.3104332387447357,0.024886688640261535
ZNF703,cnv->rna,-1.0,-0.23811013996601105,0.02556292712651353
ZNF703,cnv->rna,-0.5,-0.09131046384572983,0.02669641966069141
ZNF703,cnv->rna,0.0,0.04956110194325447,0.027672616767512998
ZNF703,cnv->rna,0.5,0.15380270779132843,0.028024712256924218
ZNF703,cnv->rna,1.0,0.2917390763759613,0.02935642209223004
ZNF703,cnv->rna,1.5,0.40024906396865845,0.030362182239884163
ZNF703,cnv->rna,2.0,0.478704035282135,0.03100189462482003
FMOD,cnv->rna,-2.0,-0.22647713124752045,0.027391553212481046
FMOD,cnv->rna,-1.5,-0.20746898651123047,0.027738200297757996
FMOD,cnv->rna,-1.0,-0.1755351573228836,0.028166420889733198
FMOD,cnv->rna,-0.5,-0.1230248436331749,0.02822151733170056
FMOD,cnv->rna,0.0,-0.061401065438985825,0.027301430070015308
FMOD,cnv->rna,0.5,-0.038624368607997894,0.027120540873395986
FMOD,cnv->rna,1.0,0.009019462391734123,0.02706425885868901
FMOD,cnv->rna,1.5,0.05751494690775871,0.027095186179916762
FMOD,cnv->rna,2.0,0.09602129459381104,0.02711297630909597
AGR3,cnv->rna,-2.0,-0.16300815343856812,0.03400531214830317
AGR3,cnv->rna,-1.5,-0.13778850436210632,0.034447439246990674
AGR3,cnv->rna,-1.0,-0.09825088083744049,0.035101600799690616
AGR3,cnv->rna,-0.5,-0.03997364267706871,0.035812569593256086
AGR3,cnv->rna,0.0,-0.000951322028413415,0.035912053094024496
AGR3,cnv->rna,0.5,0.017777323722839355,0.0354152828605936
AGR3,cnv->rna,1.0,0.046911872923374176,0.035818122606749735
AGR3,cnv->rna,1.5,0.07545623928308487,0.03622862716784195
AGR3,cnv->rna,2.0,0.09841299057006836,0.036515967284436575
NDUFS6,cnv->rna,-2.0,-0.24817049503326416,0.02777466101822451
NDUFS6,cnv->rna,-1.5,-0.20752549171447754,0.028310367726960533
NDUFS6,cnv->rna,-1.0,-0.13998669385910034,0.02908887929689768
NDUFS6,cnv->rna,-0.5,-0.026949133723974228,0.030180384249455246
NDUFS6,cnv->rna,0.0,0.08952831476926804,0.030397823520368884
NDUFS6,cnv->rna,0.5,0.147109717130661,0.03064161999112245
NDUFS6,cnv->rna,1.0,0.22486130893230438,0.03198837831864712
NDUFS6,cnv->rna,1.5,0.2823769152164459,0.032706523750138244
NDUFS6,cnv->rna,2.0,0.3216266334056854,0.03302511155412372
COL1A2,cnv->rna,-2.0,-0.15165521204471588,0.03564554549547765
COL1A2,cnv->rna,-1.5,-0.1320921778678894,0.035863220137449886
COL1A2,cnv->rna,-1.0,-0.10195347666740417,0.03607154749728938
COL1A2,cnv->rna,-0.5,-0.05685536935925484,0.036015520467895884
COL1A2,cnv->rna,0.0,-0.015112618915736675,0.03553882433465728
COL1A2,cnv->rna,0.5,0.005137073807418346,0.03541071055984413
COL1A2,cnv->rna,1.0,0.023551030084490776,0.036030091679912564
COL1A2,cnv->rna,1.5,0.040819939225912094,0.036346347566928575
COL1A2,cnv->rna,2.0,0.05424146726727486,0.036478059467832
MARCKS,cnv->rna,-2.0,-0.36053237318992615,0.01905955503781331
MARCKS,cnv->rna,-1.5,-0.32062119245529175,0.019561387928365766
MARCKS,cnv->rna,-1.0,-0.25218909978866577,0.020317526171565962
MARCKS,cnv->rna,-0.5,-0.12618260085582733,0.021245016724788856
MARCKS,cnv->rna,0.0,0.012239922769367695,0.0203667862830247
MARCKS,cnv->rna,0.5,0.08972913771867752,0.02035563448944268
MARCKS,cnv->rna,1.0,0.18222592771053314,0.021385108271250786
MARCKS,cnv->rna,1.5,0.26075100898742676,0.02198077357780359
MARCKS,cnv->rna,2.0,0.31943047046661377,0.02227647590506349
VIM,cnv->rna,-2.0,-0.09285520017147064,0.02750758024756274
VIM,cnv->rna,-1.5,-0.08088473230600357,0.0277872642666679
VIM,cnv->rna,-1.0,-0.062331706285476685,0.028199673589845455
VIM,cnv->rna,-0.5,-0.03127285838127136,0.028769432824420644
VIM,cnv->rna,0.0,0.007283695042133331,0.028406438347379236
VIM,cnv->rna,0.5,-0.010847409255802631,0.028440839571083
VIM,cnv->rna,1.0,-0.0001246049505425617,0.02898781140020703
VIM,cnv->rna,1.5,0.014430748298764229,0.02932586090376011
VIM,cnv->rna,2.0,0.02673340030014515,0.0295159644414513
A2M,cnv->rna,-2.0,-0.19036799669265747,0.027083971184846786
A2M,cnv->rna,-1.5,-0.16504085063934326,0.02744669106231983
A2M,cnv->rna,-1.0,-0.12281724810600281,0.02793966920647327
A2M,cnv->rna,-0.5,-0.051752906292676926,0.028206192060551694
A2M,cnv->rna,0.0,0.005940651521086693,0.027134486608618058
A2M,cnv->rna,0.5,0.013738199137151241,0.027142386794612745
A2M,cnv->rna,1.0,0.055584460496902466,0.027523299983170928
A2M,cnv->rna,1.5,0.08929616957902908,0.027574419090120275
A2M,cnv->rna,2.0,0.11294897645711899,0.02749055943304729
ECM1,cnv->rna,-2.0,-0.36990487575531006,0.02239398708543136
ECM1,cnv->rna,-1.5,-0.3341267704963684,0.02285626674133069
ECM1,cnv->rna,-1.0,-0.27143776416778564,0.023523731117564863
ECM1,cnv->rna,-0.5,-0.16088561713695526,0.024121617193642794
ECM1,cnv->rna,0.0,-0.03874502703547478,0.024267189834663794
ECM1,cnv->rna,0.5,0.00132293242495507,0.02449515106364153
ECM1,cnv->rna,1.0,0.05370192229747772,0.024496674437437468
ECM1,cnv->rna,1.5,0.10189217329025269,0.024566045698236613
ECM1,cnv->rna,2.0,0.1391984522342682,0.02457893880177994
SLPI,cnv->rna,-2.0,-0.17014098167419434,0.022087050148846602
SLPI,cnv->rna,-1.5,-0.14816990494728088,0.022627098145996803
SLPI,cnv->rna,-1.0,-0.10926394909620285,0.023469565263023635
SLPI,cnv->rna,-0.5,-0.032374490052461624,0.024617892711978295
SLPI,cnv->rna,0.0,0.044658251106739044,0.023956262486891096
SLPI,cnv->rna,0.5,0.06639716774225235,0.024930670337794992
SLPI,cnv->rna,1.0,0.11172885447740555,0.02645345134736625
SLPI,cnv->rna,1.5,0.15405809879302979,0.02726103996048716
SLPI,cnv->rna,2.0,0.18807780742645264,0.02767115441584336
ELN,cnv->rna,-2.0,-0.0999658852815628,0.02706443102825965
ELN,cnv->rna,-1.5,-0.08530975878238678,0.027194022410274018
ELN,cnv->rna,-1.0,-0.06363721936941147,0.02737397884010555
ELN,cnv->rna,-0.5,-0.030707253143191338,0.027555792086066046
ELN,cnv->rna,0.0,0.011079581454396248,0.027797502907717014
ELN,cnv->rna,0.5,0.012072574347257614,0.026994628253853074
ELN,cnv->rna,1.0,0.030900320038199425,0.028016544009446125
ELN,cnv->rna,1.5,0.04680069908499718,0.028833739248736574
ELN,cnv->rna,2.0,0.058776676654815674,0.029411551224622207
CTSS,cnv->rna,-2.0,-0.3382951319217682,0.030054384455446188
CTSS,cnv->rna,-1.5,-0.29464852809906006,0.030929419953026012
CTSS,cnv->rna,-1.0,-0.2203957885503769,0.03209813968897441
CTSS,cnv->rna,-0.5,-0.09842115640640259,0.03294955526495136
CTSS,cnv->rna,0.0,-0.014837813563644886,0.03168424622051068
CTSS,cnv->rna,0.5,0.015961673110723495,0.03159388770698634
CTSS,cnv->rna,1.0,0.057146407663822174,0.032979044207487665
CTSS,cnv->rna,1.5,0.08823751658201218,0.03373017209824599
CTSS,cnv->rna,2.0,0.11037254333496094,0.03407308375764849
APOD,cnv->rna,-2.0,-0.18112938106060028,0.024523528531734444
APOD,cnv->rna,-1.5,-0.1648799031972885,0.02487484598903529
APOD,cnv->rna,-1.0,-0.1382955014705658,0.025343206063948465
APOD,cnv->rna,-0.5,-0.09191935509443283,0.025532444395063133
APOD,cnv->rna,0.0,-0.030107589438557625,0.024301231463694697
APOD,cnv->rna,0.5,-0.03154408931732178,0.02485233972123746
APOD,cnv->rna,1.0,0.004954556003212929,0.025355225243468657
APOD,cnv->rna,1.5,0.045881327241659164,0.025452723345770537
APOD,cnv->rna,2.0,0.07964223623275757,0.025359551276351266
PABPC1,cnv->rna,-2.0,-0.4644135534763336,0.01656672163160309
PABPC1,cnv->rna,-1.5,-0.4277302622795105,0.017182902359083062
PABPC1,cnv->rna,-1.0,-0.35619276762008667,0.018292746639956566
PABPC1,cnv->rna,-0.5,-0.19981127977371216,0.020327817117294766
PABPC1,cnv->rna,0.0,-0.030171658843755722,0.021771792409467985
PABPC1,cnv->rna,0.5,0.037991318851709366,0.021741285705039397
PABPC1,cnv->rna,1.0,0.16635428369045258,0.02382766707315247
PABPC1,cnv->rna,1.5,0.27114295959472656,0.02516310361688613
PABPC1,cnv->rna,2.0,0.344107061624527,0.025878729706305573
CPXM1,cnv->rna,-2.0,-0.1395099014043808,0.029418405317023114
CPXM1,cnv->rna,-1.5,-0.11815355718135834,0.02975498811018325
CPXM1,cnv->rna,-1.0,-0.08539577573537827,0.03016679810890604
CPXM1,cnv->rna,-0.5,-0.03342049941420555,0.03047472883440489
CPXM1,cnv->rna,0.0,0.035360585898160934,0.02982555801989193
CPXM1,cnv->rna,0.5,0.05942467227578163,0.029212939459034942
CPXM1,cnv->rna,1.0,0.09989743679761887,0.029685172259606752
CPXM1,cnv->rna,1.5,0.13418740034103394,0.029965930704007188
CPXM1,cnv->rna,2.0,0.15979783236980438,0.030111224386736513
PIP,cnv->rna,-2.0,-0.11705578118562698,0.02697740475870383
PIP,cnv->rna,-1.5,-0.09997490048408508,0.027337873355588592
PIP,cnv->rna,-1.0,-0.07455355674028397,0.027861724336928448
PIP,cnv->rna,-0.5,-0.03963450714945793,0.02828866128488961
PIP,cnv->rna,0.0,0.0019587986171245575,0.027701353830278778
PIP,cnv->rna,0.5,0.003412840887904167,0.027992538340830545
PIP,cnv->rna,1.0,0.023528477177023888,0.028721580580590204
PIP,cnv->rna,1.5,0.04535746946930885,0.029158976285127508
PIP,cnv->rna,2.0,0.06282897293567657,0.02937351918440337
RGS1,cnv->rna,-2.0,-0.24541474878787994,0.02049617280504362
RGS1,cnv->rna,-1.5,-0.20791633427143097,0.02113535124637433
RGS1,cnv->rna,-1.0,-0.14689163863658905,0.022036207820827273
RGS1,cnv->rna,-0.5,-0.056076690554618835,0.022657310636602142
RGS1,cnv->rna,0.0,-0.0007520263898186386,0.020598522166386652
RGS1,cnv->rna,0.5,0.02207252010703087,0.02009437043503465
RGS1,cnv->rna,1.0,0.04749606177210808,0.020881002306493514
RGS1,cnv->rna,1.5,0.06932023912668228,0.02118155589279457
RGS1,cnv->rna,2.0,0.08597972989082336,0.021205395929924466
HOXB2,cnv->rna,-2.0,-0.3801713287830353,0.02178190682690284
HOXB2,cnv->rna,-1.5,-0.34891918301582336,0.02262477494647395
HOXB2,cnv->rna,-1.0,-0.28545907139778137,0.024164049365040467
HOXB2,cnv->rna,-0.5,-0.13550640642642975,0.026925936953889888
HOXB2,cnv->rna,0.0,0.04353121295571327,0.027855820446208556
HOXB2,cnv->rna,0.5,0.16212067008018494,0.029017117276364426
HOXB2,cnv->rna,1.0,0.33768728375434875,0.03033373067349502
HOXB2,cnv->rna,1.5,0.48516845703125,0.03068278813276097
HOXB2,cnv->rna,2.0,0.59284907579422,0.03064296683662444
MT1E,cnv->rna,-2.0,-0.33316105604171753,0.019562658496209875
MT1E,cnv->rna,-1.5,-0.2956852316856384,0.02028725701755763
MT1E,cnv->rna,-1.0,-0.22663995623588562,0.021453121789739668
MT1E,cnv->rna,-0.5,-0.08900308609008789,0.023051955982940336
MT1E,cnv->rna,0.0,0.06258532404899597,0.023413239661083583
MT1E,cnv->rna,0.5,0.14607641100883484,0.02491251843458127
MT1E,cnv->rna,1.0,0.2672097086906433,0.026759037079725715
MT1E,cnv->rna,1.5,0.3735385537147522,0.027790698940634143
MT1E,cnv->rna,2.0,0.45516812801361084,0.028283548502450018
TRPS1,cnv->rna,-2.0,-0.47131919860839844,0.024527684574408064
TRPS1,cnv->rna,-1.5,-0.42080724239349365,0.02500642494887784
TRPS1,cnv->rna,-1.0,-0.3249855935573578,0.025739985005345634
TRPS1,cnv->rna,-0.5,-0.12837821245193481,0.02653447347556611
TRPS1,cnv->rna,0.0,0.06485172361135483,0.027028327723104345
TRPS1,cnv->rna,0.5,0.18237043917179108,0.026420658492562924
TRPS1,cnv->rna,1.0,0.33645737171173096,0.02734029026766255
TRPS1,cnv->rna,1.5,0.44410771131515503,0.027989140716012415
TRPS1,cnv->rna,2.0,0.5126820206642151,0.028315419487273827
TSPYL5,cnv->rna,-2.0,-0.39758366346359253,0.01826542180354239
TSPYL5,cnv->rna,-1.5,-0.3553515672683716,0.018988788985555796
TSPYL5,cnv->rna,-1.0,-0.27268004417419434,0.020133734065223906
TSPYL5,cnv->rna,-0.5,-0.0918315201997757,0.021551469843086497
TSPYL5,cnv->rna,0.0,0.08525825291872025,0.02149112767761866
TSPYL5,cnv->rna,0.5,0.22789710760116577,0.02197163769375125
TSPYL5,cnv->rna,1.0,0.43200063705444336,0.023363776868991052
TSPYL5,cnv->rna,1.5,0.5755185484886169,0.023849033534805414
TSPYL5,cnv->rna,2.0,0.6620169878005981,0.023871607362814507
NID1,cnv->rna,-2.0,-0.25104835629463196,0.03404509857465324
NID1,cnv->rna,-1.5,-0.22565072774887085,0.034304037250176764
NID1,cnv->rna,-1.0,-0.18512913584709167,0.03458180561038831
NID1,cnv->rna,-0.5,-0.12011425197124481,0.03461081727272246
NID1,cnv->rna,0.0,-0.061740096658468246,0.034072887615099655
NID1,cnv->rna,0.5,-0.05223394185304642,0.0338498800751608
NID1,cnv->rna,1.0,-0.036027248948812485,0.03362315018551741
NID1,cnv->rna,1.5,-0.016251100227236748,0.033351488396659544
NID1,cnv->rna,2.0,0.0009148184908553958,0.03311504727148724
WASL,cnv->rna,-2.0,-0.4755525588989258,0.026268478027007883
WASL,cnv->rna,-1.5,-0.4182014763355255,0.02675416838579133
WASL,cnv->rna,-1.0,-0.30984053015708923,0.027533813223788412
WASL,cnv->rna,-0.5,-0.0918349176645279,0.028429467661973958
WASL,cnv->rna,0.0,0.04335140809416771,0.027613037378623962
WASL,cnv->rna,0.5,0.1560574322938919,0.028784394142173344
WASL,cnv->rna,1.0,0.28553298115730286,0.02992957459290005
WASL,cnv->rna,1.5,0.3803996443748474,0.030767593632791666
WASL,cnv->rna,2.0,0.4473285377025604,0.031334741992105716
COL14A1,cnv->rna,-2.0,-0.03435678407549858,0.03145012829486122
COL14A1,cnv->rna,-1.5,-0.028122806921601295,0.03143823987704025
COL14A1,cnv->rna,-1.0,-0.02135954611003399,0.03137987003386902
COL14A1,cnv->rna,-0.5,-0.015470647253096104,0.03103184777138858
COL14A1,cnv->rna,0.0,0.016431650146842003,0.030363413579218505
COL14A1,cnv->rna,0.5,0.017052726820111275,0.02928375345724884
COL14A1,cnv->rna,1.0,0.051311273127794266,0.02940896432233926
COL14A1,cnv->rna,1.5,0.08040600270032883,0.029560320989189197
COL14A1,cnv->rna,2.0,0.10122594237327576,0.029659353362095287
TP53INP1,cnv->rna,-2.0,-0.4679967761039734,0.02657763355375612
TP53INP1,cnv->rna,-1.5,-0.42717424035072327,0.0272416044132594
TP53INP1,cnv->rna,-1.0,-0.34726452827453613,0.028344228468974175
TP53INP1,cnv->rna,-0.5,-0.17105866968631744,0.02985747041258716
TP53INP1,cnv->rna,0.0,0.029160166159272194,0.030313325310331363
TP53INP1,cnv->rna,0.5,0.16215521097183228,0.030442907974899115
TP53INP1,cnv->rna,1.0,0.3319169878959656,0.03213185441375725
TP53INP1,cnv->rna,1.5,0.449952632188797,0.03298848738153318
TP53INP1,cnv->rna,2.0,0.5246025919914246,0.033188655211341185
ENPP2,cnv->rna,-2.0,-0.0839579626917839,0.03002179863999996
ENPP2,cnv->rna,-1.5,-0.06687239557504654,0.03006031231914427
ENPP2,cnv->rna,-1.0,-0.038545504212379456,0.030080116178491503
ENPP2,cnv->rna,-0.5,0.013563373126089573,0.029845638658169187
ENPP2,cnv->rna,0.0,0.08498295396566391,0.028582994973030986
ENPP2,cnv->rna,0.5,0.09736475348472595,0.028760726274614085
ENPP2,cnv->rna,1.0,0.14849205315113068,0.029082918742774796
ENPP2,cnv->rna,1.5,0.18895323574543,0.029184023688613562
ENPP2,cnv->rna,2.0,0.21707655489444733,0.029181580624199756
SYNGR2,cnv->rna,-2.0,-0.3527117371559143,0.021461370673598948
SYNGR2,cnv->rna,-1.5,-0.30050039291381836,0.021857901167767597
SYNGR2,cnv->rna,-1.0,-0.20829425752162933,0.022422517108840037
SYNGR2,cnv->rna,-0.5,-0.0425444021821022,0.02305444045522556
SYNGR2,cnv->rna,0.0,0.08923649042844772,0.02304992481787908
SYNGR2,cnv->rna,0.5,0.19662430882453918,0.023294800072651233
SYNGR2,cnv->rna,1.0,0.31485816836357117,0.02501728470799826
SYNGR2,cnv->rna,1.5,0.4136161208152771,0.026124071344471617
SYNGR2,cnv->rna,2.0,0.4880686104297638,0.026692895632897364
C1orf115,cnv->rna,-2.0,-0.1811748594045639,0.021623127254260376
C1orf115,cnv->rna,-1.5,-0.15097945928573608,0.021661649650851298
C1orf115,cnv->rna,-1.0,-0.10220667719841003,0.021543846436021828
C1orf115,cnv->rna,-0.5,-0.023243138566613197,0.020812348055678442
C1orf115,cnv->rna,0.0,0.04473545029759407,0.019333367856623384
C1orf115,cnv->rna,0.5,0.11891244351863861,0.019825262858034935
C1orf115,cnv->rna,1.0,0.1681525558233261,0.01961476921271166
C1orf115,cnv->rna,1.5,0.20862628519535065,0.019398264887947464
C1orf115,cnv->rna,2.0,0.2403198480606079,0.019183188045066444
PLTP,cnv->rna,-2.0,-0.20432430505752563,0.023884746734224707
PLTP,cnv->rna,-1.5,-0.1831940859556198,0.024538437544807452
PLTP,cnv->rna,-1.0,-0.15002098679542542,0.02550582785118641
PLTP,cnv->rna,-0.5,-0.09460093080997467,0.026688475887463647
PLTP,cnv->rna,0.0,-0.01267574168741703,0.026166998230964682
PLTP,cnv->rna,0.5,0.007243865169584751,0.025766113372211925
PLTP,cnv->rna,1.0,0.05817278102040291,0.026821604373441985
PLTP,cnv->rna,1.5,0.10438640415668488,0.027399311739968242
PLTP,cnv->rna,2.0,0.13979241251945496,0.027665597043626408
PRRX1,cnv->rna,-2.0,-0.20747379958629608,0.034967066625445645
PRRX1,cnv->rna,-1.5,-0.1919950544834137,0.03518801902734506
PRRX1,cnv->rna,-1.0,-0.16965657472610474,0.03542774227116784
PRRX1,cnv->rna,-0.5,-0.13913613557815552,0.035506471710908004
PRRX1,cnv->rna,0.0,-0.09770467132329941,0.03480399588970703
PRRX1,cnv->rna,0.5,-0.10990424454212189,0.03456819985558422
PRRX1,cnv->rna,1.0,-0.1067776158452034,0.03395381165306442
PRRX1,cnv->rna,1.5,-0.09542401880025864,0.03353189813371505
PRRX1,cnv->rna,2.0,-0.08385585993528366,0.0332636252522287
LRP5,cnv->rna,-2.0,-0.4341989755630493,0.017643230396621495
LRP5,cnv->rna,-1.5,-0.38471561670303345,0.017965204928616835
LRP5,cnv->rna,-1.0,-0.2902182638645172,0.0184613856447204
LRP5,cnv->rna,-0.5,-0.09483499825000763,0.018968538357069555
LRP5,cnv->rna,0.0,0.07770759612321854,0.018811609062471087
LRP5,cnv->rna,0.5,0.16442878544330597,0.019173204389330813
LRP5,cnv->rna,1.0,0.28968775272369385,0.020245724922522936
LRP5,cnv->rna,1.5,0.40155667066574097,0.020970458564293217
LRP5,cnv->rna,2.0,0.4893064498901367,0.021383151204485758
S100A16,cnv->rna,-2.0,-0.30208539962768555,0.02545075538219724
S100A16,cnv->rna,-1.5,-0.2590738832950592,0.02626266566947745
S100A16,cnv->rna,-1.0,-0.18901173770427704,0.02734551637690814
S100A16,cnv->rna,-0.5,-0.08134668320417404,0.028226976632643095
S100A16,cnv->rna,0.0,0.01543215662240982,0.028395223352309262
S100A16,cnv->rna,0.5,0.07337304949760437,0.028547593422328175
S100A16,cnv->rna,1.0,0.1267896592617035,0.028920048508308323
S100A16,cnv->rna,1.5,0.17747817933559418,0.02907639591334525
S100A16,cnv->rna,2.0,0.21758967638015747,0.029075938247397973
IFI16,cnv->rna,-2.0,-0.259276419878006,0.029263165027706272
IFI16,cnv->rna,-1.5,-0.23367805778980255,0.02964085711974028
IFI16,cnv->rna,-1.0,-0.1915956735610962,0.030165643047229573
IFI16,cnv->rna,-0.5,-0.12326541543006897,0.030588083972099143
IFI16,cnv->rna,0.0,-0.06527140736579895,0.029419887282947636
