gene,arrow,slope,slope_lo,slope_hi,frac_patients_neg,rho,rho_lo,rho_hi,Delta,n,rho_obs,rho_minus_obs,curated_flag
COL1A2,cnv->rna,0.05517748352725378,0.053187900252753134,0.057098228959918666,0.020053475935828877,0.07577600095239906,0.07157811462794311,0.08273105873777802,0.16810443997383118,748,-0.03771525127472957,0.11349125222712864,0
MARCKS,cnv->rna,0.18495699961851528,0.1801812421062261,0.18979952511886353,0.0,0.40484668704242655,0.3825216171010428,0.42889337292748686,0.565250039100647,748,0.17331668313495097,0.23153000390747558,0
VIM,cnv->rna,0.03030468217452487,0.02708754626728296,0.03360524941666269,0.25267379679144386,0.056782207056058506,0.05032038320318709,0.06451085227455755,0.0923703983426094,748,0.005208160859369199,0.05157404619668931,0
A2M,cnv->rna,0.07995244875735373,0.07594925783772238,0.08389287317222638,0.02807486631016043,0.1380583941829729,0.12875655566001476,0.14968977801491096,0.2453519105911255,748,-0.08908398699775551,0.22714238118072838,0
ECM1,cnv->rna,0.13856526397321364,0.1342690435186252,0.14341712866255094,0.001336898395721925,0.2877657364381202,0.2717560677831306,0.3082313325691508,0.42342063784599304,748,0.006181619678799728,0.2815841167593205,0
SLPI,cnv->rna,0.09601054678047691,0.09048199283223478,0.10133594348185626,0.058823529411764705,0.1751528341343192,0.16348410745517652,0.18898851186870338,0.29381319880485535,748,-0.06255538221928429,0.2377082163536035,0
ELN,cnv->rna,0.04210521755972462,0.03855848170429677,0.04570813885487267,0.13903743315508021,0.07522972129989156,0.06823597802635209,0.08431364061794074,0.1284635066986084,748,-0.05680018616900545,0.132029907468897,0
CTSS,cnv->rna,0.12042653726442067,0.11638102646142559,0.12467254343931833,0.008021390374331552,0.16950761874950565,0.15962354828001044,0.18228650963104728,0.3696986436843872,748,0.03049268924584239,0.13901492950366326,0
APOD,cnv->rna,0.06740818401000093,0.0635191961609922,0.07121834305777741,0.08422459893048129,0.12517832603727158,0.11665844919543378,0.13581969806128574,0.20492762327194214,748,-0.09718043539575005,0.22235876143302163,0
PABPC1,cnv->rna,0.22045329536415914,0.21325126160127517,0.2274917990500095,0.0066844919786096255,0.4404971997163084,0.4161349600451288,0.4652227107702358,0.6766469478607178,748,0.48116113312274783,-0.04066393340643942,0
CPXM1,cnv->rna,0.08058951525802022,0.07712429148013768,0.08382549474184334,0.0053475935828877,0.12921143473173946,0.12130974332375981,0.13859222201938953,0.24564729630947113,748,-0.027526268266322755,0.15673770299806222,0
PIP,cnv->rna,0.04649158388997948,0.043089373426594066,0.05019984048053518,0.17379679144385027,0.08812203063414217,0.07922173011172719,0.09882968736530605,0.1410997211933136,748,-0.0467473115474612,0.13486934218160337,0
RGS1,cnv->rna,0.08747374235308743,0.08330101600481254,0.09183469047201835,0.03208556149732621,0.1872463134612389,0.17548213232062748,0.20257282593204767,0.26767292618751526,748,-0.00768949553676456,0.19493580899800347,0
HOXB2,cnv->rna,0.2646088043408744,0.25616276249530745,0.27361102511083873,0.0,0.40079747385920544,0.3808745327410285,0.4220905143050143,0.8100848197937012,748,0.07328321401015842,0.32751425984904703,0
MT1E,cnv->rna,0.2127922329653649,0.20337339606703217,0.22147595433513312,0.022727272727272728,0.3966585314380962,0.3711205480891101,0.4208635068185732,0.6504675149917603,748,0.11972787286211596,0.27693065857598026,0
TRPS1,cnv->rna,0.272146149301518,0.2659916021173476,0.2788501382920702,0.0,0.44563361391395506,0.425739581082182,0.4688069248816946,0.8367863893508911,748,0.14025265005661786,0.3053809638573372,0
TSPYL5,cnv->rna,0.2920034354438494,0.2845188267684542,0.29978701406401814,0.001336898395721925,0.5475384077681623,0.5237510304118888,0.5726194013141007,0.8983837366104126,748,0.18679680236453625,0.3607416054036261,0
NID1,cnv->rna,0.06673785939197589,0.06381821237716458,0.06970137734151008,0.02540106951871658,0.0904996778142743,0.08510849534641209,0.09749084756798548,0.20348824560642242,748,-0.004999366171379324,0.09549904398565362,0
WASL,cnv->rna,0.2508655779682093,0.24447835056556855,0.25706375218804595,0.0,0.4050752582881324,0.3854984622063417,0.4283516462449232,0.7722852826118469,748,0.1512701499316858,0.2538051083564466,0
COL14A1,cnv->rna,0.0348594103980919,0.03156699731407908,0.03815729945146544,0.2540106951871658,0.05098287408268466,0.044892313800176185,0.05866864773728829,0.10559411346912384,748,-0.18645536379363828,0.23743823787632296,0
TP53INP1,cnv->rna,0.2764451692158683,0.269657051200071,0.28269319661828723,0.001336898395721925,0.4191513511583205,0.3953447663040556,0.4446495418371341,0.849635899066925,748,0.10272864425570877,0.3164227069026117,0
ENPP2,cnv->rna,0.08098304759579879,0.0779390461659613,0.08398493015527232,0.009358288770053475,0.127846875348296,0.12095158106715803,0.13718394701836786,0.24796590209007263,748,-0.10381927753888695,0.23166615288718295,0
SYNGR2,cnv->rna,0.2263648180607723,0.22113610037221385,0.23173853093119082,0.001336898395721925,0.42457737971458764,0.40433869954033225,0.4484065516456463,0.6926831007003784,748,0.2708308499080656,0.15374652980652204,0
C1orf115,cnv->rna,0.114922340735486,0.11157137535733347,0.11842821153425719,0.00267379679144385,0.2450127445717911,0.23369876080679713,0.25885903324587295,0.3504865765571594,748,0.03012573428165974,0.21488701029013135,0
PLTP,cnv->rna,0.09191469137287914,0.0867749129602266,0.0968321508216643,0.026737967914438502,0.17392609542793674,0.1608910502911185,0.18987897968050074,0.2799636721611023,748,0.05775927546522614,0.11616681996271061,0
PRRX1,cnv->rna,0.03130582044587542,0.028742779342324016,0.033820497591447736,0.19518716577540107,0.03922165345107972,0.03592270833442088,0.043864511345844945,0.09435597062110901,748,-0.005299280808585665,0.044520934259665385,0
LRP5,cnv->rna,0.2490638028823857,0.2427063665027743,0.2552793331054708,0.001336898395721925,0.5355794038845575,0.5127679902889952,0.5602933763972172,0.7632278800010681,748,0.19222392341638853,0.343355480468169,0
S100A16,cnv->rna,0.13915597011493736,0.1343396332734416,0.14377407825968616,0.013368983957219251,0.2747106207886176,0.25722882062581337,0.29608814134580463,0.4240095019340515,748,0.1436306190102133,0.1310800017784043,0
IFI16,cnv->rna,0.05815258360668725,0.054244742240658596,0.061762836673943396,0.11229946524064172,0.09056060251621222,0.0835532274516483,0.09969067140663848,0.17848782241344452,748,-0.07655039159294551,0.16711099410915772,0
CHAD,cnv->rna,0.18309897104325518,0.17547792301536494,0.19089491423983926,0.0053475935828877,0.2807228201685791,0.26127576881813525,0.3029802913565922,0.5605898499488831,748,0.07362840314120414,0.20709441702737494,0
EIF3K,cnv->rna,0.21852870351844922,0.2119568526987395,0.22560114020992708,0.001336898395721925,0.4303392638313435,0.40921670199757215,0.45304951806624466,0.668269157409668,748,0.2888549910018494,0.1414842728294941,0
IGFBP4,cnv->rna,0.14565021365261746,0.14092756119444563,0.15040889829646117,0.004010695187165776,0.28372130427216813,0.26653209685324764,0.3060670744879167,0.44611892104148865,748,0.2112434390592506,0.07247786521291752,0
TPD52,cnv->rna,0.24483170143375088,0.23929735508862365,0.2505219147659877,0.00267379679144385,0.42083477349831067,0.4008108100552213,0.44255494108947246,0.7509168982505798,748,0.4742888102341775,-0.05345403673586685,0
ANXA9,cnv->rna,0.17064754533267673,0.16678101995528355,0.1746999210988575,0.0,0.3004749756274192,0.2841266012789348,0.3209016999915662,0.5229363441467285,748,0.05267936615622888,0.24779560947119034,0
FABP4,cnv->rna,0.022145533097497856,0.020058496697605985,0.024256617083162763,0.21256684491978609,0.03733982617795636,0.033476163352723236,0.04264450450993414,0.06757868081331253,748,-0.16426878749653023,0.2016086136744866,0
KRT19,cnv->rna,0.16474382742905722,0.1586326075015891,0.1705638324702854,0.00267379679144385,0.3094700578902797,0.2907130192795217,0.3288516514386324,0.5046529769897461,748,0.29770055203481116,0.011769505855468543,0
PLEKHF2,cnv->rna,0.2233946338254019,0.2178605304798122,0.22864955376685717,0.001336898395721925,0.3418830798583575,0.322683675002872,0.36372853107146774,0.6862430572509766,748,0.25412106093953724,0.08776201891882024,0
GIMAP4,cnv->rna,0.048296311542262285,0.04578782034661756,0.05078305711600359,0.05748663101604278,0.0691949341882793,0.06410416831086305,0.07661572596880571,0.14862185716629028,748,-0.09236418344094897,0.16155911762922825,0
RAB25,cnv->rna,0.15626341819932518,0.15140391373047943,0.16085503238417648,0.0053475935828877,0.3335635720176332,0.3138190483455272,0.3545144961996154,0.4784870147705078,748,0.3440271983010304,-0.010463626283397198,0
FXYD5,cnv->rna,0.19413215610490855,0.18574212794031209,0.20194872258966576,0.013368983957219251,0.3333806498926213,0.3130881873443868,0.35578087285146104,0.5938830971717834,748,0.04518703565184007,0.2881936142407812,0
RGS2,cnv->rna,0.08679977332693382,0.08287469575240954,0.0910941692003806,0.03074866310160428,0.1719081348966107,0.16150109938439514,0.18588520934420527,0.26462623476982117,748,-0.02635142745010343,0.19825956234671413,0
KAT2A,cnv->rna,0.3275565540408068,0.32063259266505,0.33526781658615223,0.0,0.5753308476494765,0.5527998946817094,0.5988407066534317,1.0043840408325195,748,0.37950076387627585,0.19583008377320066,0
PLOD2,cnv->rna,0.137125645539891,0.1316577977105967,0.14259143660294468,0.029411764705882353,0.2579207439403007,0.24131594819688507,0.27732416703021195,0.41930609941482544,748,0.19187505056052118,0.0660456933797795,0
FSCN1,cnv->rna,0.10102447466347898,0.09685882942843083,0.10504270081508968,0.016042780748663103,0.1745786972687292,0.16398275590402261,0.1887516245935397,0.30748212337493896,748,-0.03082408063663041,0.20540277790535963,0
SQLE,cnv->rna,0.31036398630608336,0.30404302277442574,0.31651489743567673,0.0,0.5412111791261837,0.5200194388385798,0.5637464438548689,0.9522031545639038,748,0.5330087454525083,0.008202433673675347,0
GIMAP7,cnv->rna,0.036224915294280464,0.0336117741290541,0.0392649559798074,0.12834224598930483,0.05312950770070745,0.04899270910901908,0.05918707397510911,0.11147303879261017,748,-0.09372327440299391,0.14685278210370137,0
CD163,cnv->rna,0.09112979348154603,0.08826008683321424,0.0940760390114721,0.004010695187165776,0.13186186649291642,0.12441498470185536,0.1414409623892639,0.2791106402873993,748,0.0018879910339764023,0.12997387545894,0
CX3CL1,cnv->rna,0.11261391193384337,0.10889091526314515,0.11667285053946894,0.008021390374331552,0.17668788203013416,0.1691281319812416,0.18748921272073113,0.34502145648002625,748,0.042462236424413685,0.13422564560572048,0
CLEC11A,cnv->rna,0.07643153688520918,0.07403247080554787,0.0787345979451345,0.012032085561497326,0.11044039492770544,0.10482492779914043,0.11918165659488092,0.23244807124137878,748,0.027312120644706804,0.08312827428299863,0
MRPL36,cnv->rna,0.16439704861132504,0.1592622368471851,0.16989623011812738,0.00267379679144385,0.2617890628589878,0.2459450338664887,0.2800330677564585,0.5033915042877197,748,0.4041856768671825,-0.1423966140081947,0
AKR1B1,cnv->rna,0.10351884015707163,0.09871234115893282,0.10833640650590405,0.020053475935828877,0.19826514380243118,0.18575054573965455,0.21467916667675807,0.3162512183189392,748,-0.009037141240788167,0.20730228504321935,0
CST1,cnv->rna,0.13897528403358528,0.1360719092101865,0.1421545056504867,0.0,0.41991125211752567,0.3989088404952964,0.4427856775128988,0.425229012966156,748,0.022561657787226054,0.3973495943302996,0
EPHX2,cnv->rna,0.2138242993864468,0.20888815355790866,0.21895461152516035,0.0,0.3839683423234931,0.36714061997495373,0.40146004616012576,0.6558473110198975,748,0.40466609533059444,-0.02069775300710136,0
RAB34,cnv->rna,0.37018474345381824,0.3599958148033362,0.3793919362512554,0.0,0.5835875065386874,0.5578421208530947,0.6087171085988395,1.1372169256210327,748,0.1708976813729049,0.4126898251657825,0
C6orf62,cnv->rna,0.27875974231524936,0.27184295687460197,0.28501368410783445,0.0,0.5261632810127903,0.5002217832971886,0.5530143302079256,0.8556240797042847,748,0.2682773665832034,0.2578859144295869,0
CHI3L1,cnv->rna,0.0960862708437371,0.09158115357593337,0.1005565597574837,0.03342245989304813,0.16017557078225922,0.15023188062959927,0.17256272012814744,0.2940400242805481,748,-0.044021273438924924,0.20419684422118414,0
LGALS3BP,cnv->rna,0.3191715749918189,0.3117434005897607,0.3267033255887849,0.0,0.6358851759499129,0.614147613177719,0.6602649399511189,0.9771203994750977,748,0.24623007465590088,0.38965510129401204,0
PYCARD,cnv->rna,0.16883078176746522,0.1640938562115529,0.1737262088849108,0.0,0.32762504179308644,0.30996383520277626,0.348908905521935,0.5165303349494934,748,0.1533070641980013,0.17431797759508513,1
GRHL2,cnv->rna,0.2490695902191222,0.24155204718593018,0.25593609726463595,0.009358288770053475,0.4411652399611727,0.41796889813339655,0.46581491618332505,0.7649182677268982,748,0.28292201631292985,0.15824322364824284,0
ATP6V1B2,cnv->rna,0.2396510771943054,0.23419415012721026,0.24532300588422304,0.0,0.4517187423511397,0.4299143604848533,0.4752838303687419,0.7343195080757141,748,0.3752231188370329,0.07649562351410677,0
LXN,cnv->rna,0.21690551986882162,0.20911370681483618,0.22509190493976114,0.00267379679144385,0.4790963140240192,0.45275129263275193,0.5044949337326381,0.6632152199745178,748,-0.011579018694302659,0.49067533271832187,0
ZHX1,cnv->rna,0.25926293507172704,0.2536471737681528,0.2643695094055827,0.0,0.41640577265660483,0.39674480378313787,0.4409848928021292,0.7958776950836182,748,0.2879833150304598,0.12842245762614501,0
CLSTN2,cnv->rna,0.14364825708782483,0.1391607858650071,0.14789180576860336,0.001336898395721925,0.24839865412207768,0.23283271957993282,0.2667296047828637,0.43899762630462646,748,-0.096473188207909,0.3448718423299867,0
QSOX1,cnv->rna,0.24402489620572168,0.23890259471360561,0.2491786597213393,0.0,0.5242416661792177,0.5016872997017444,0.5485668376711526,0.7468984127044678,748,0.20295916935163122,0.32128249682758653,0
LAMB3,cnv->rna,0.09428037676006495,0.09040972843434604,0.09815555189478974,0.020053475935828877,0.14617181489561984,0.13885540011852,0.15640448833924112,0.28880828619003296,748,-0.037741747049571464,0.18391356194519132,0
PTN,cnv->rna,0.02836887059972328,0.025563738163686796,0.031077617948069472,0.21390374331550802,0.05393612351883311,0.04784150218995687,0.06129464522867837,0.08648405224084854,748,-0.07110807364793154,0.12504419716676465,0
S100A9,cnv->rna,0.08342091629398679,0.0784751545899905,0.08788470818516932,0.0855614973262032,0.1875429735380736,0.17401184638477302,0.2041379828337856,0.25546857714653015,748,0.09883550248253674,0.08870747105553685,0
THRSP,cnv->rna,0.09677117587836649,0.09107655846327668,0.10279377683041242,0.06550802139037433,0.17991766093267406,0.16651002247859503,0.19766839758552102,0.29428452253341675,748,0.10040582506145046,0.0795118358712236,0
SSR3,cnv->rna,0.21642891268898298,0.2104758596893036,0.22222250921739398,0.00267379679144385,0.40680844468252386,0.38399472512024374,0.4327602631522286,0.6628513336181641,748,0.15775112022059093,0.24905732446193293,0
ID4,cnv->rna,0.0967161177170302,0.09250150684628147,0.10102909472985766,0.01871657754010695,0.14873712081453222,0.1401703827223443,0.15870549809406292,0.2964272201061249,748,0.04222360265639454,0.10651351815813767,1
PDK4,cnv->rna,0.07075108991368921,0.06785818249417892,0.07357048433047321,0.029411764705882353,0.11579695807321834,0.1082743163886695,0.12566800456626673,0.21627505123615265,748,-0.09757187983167251,0.21336883790489086,0
FPR3,cnv->rna,0.09463257433090413,0.09209848997734507,0.09715396984633051,0.00267379679144385,0.13207941030966258,0.12608327988298418,0.1409722182167768,0.28909870982170105,748,0.025964019387805588,0.106115390921857,0
TIMP2,cnv->rna,0.1109188664640232,0.10633035284079093,0.1151708306497691,0.009358288770053475,0.1535285762681349,0.1437132193017471,0.16522312877409456,0.3399229645729065,748,0.02051752145583972,0.1330110548122952,0
KCNK1,cnv->rna,0.20910812062402248,0.20352200225749303,0.21485745967079742,0.001336898395721925,0.5004274494737161,0.4780347717308843,0.5271828251144223,0.6366700530052185,748,0.18604822995179246,0.3143792195219236,0
LMOD1,cnv->rna,0.036339863613305975,0.034039636857998753,0.038708500307738744,0.10294117647058823,0.05882071265210582,0.05514233663064116,0.06420005005623988,0.11086234450340271,748,-0.014197920957948114,0.07301863361005394,0
KDM2A,cnv->rna,0.42014797623978956,0.40920567557913556,0.4313059677254526,0.0,0.653947100189126,0.6301397097637921,0.6783032642507874,1.2904468774795532,748,0.28082911687498474,0.3731179833141413,0
KRT10,cnv->rna,0.21918734369700718,0.21249098945460004,0.22570427747915206,0.0,0.49311038685020353,0.46951012363818423,0.5165743921902118,0.6718040704727173,748,0.4070798912823991,0.08603049556780445,0
PPP1R1B,cnv->rna,0.31266444068611227,0.3027069111280328,0.32299161618556155,0.0,0.49703900880250756,0.4772492428210267,0.5181695171963626,0.9577048420906067,748,0.07465780872971738,0.4223812000727902,0
RPL37,cnv->rna,0.17557285989432575,0.16966880387008718,0.18152410652344664,0.001336898395721925,0.3354218198390957,0.31736877596995017,0.35674181294400964,0.5359904766082764,748,0.16016536488251587,0.17525645495657982,0
NES,cnv->rna,0.08631002453965948,0.08237734947727439,0.0902554041469522,0.02406417112299465,0.1801045203683554,0.17009912346579603,0.19277849839330533,0.2634921967983246,748,0.019327695368460598,0.1607768249998948,0
MRC2,cnv->rna,0.07720914342608336,0.07351675417763348,0.08056084267692679,0.04946524064171123,0.11253535504308679,0.10609321715167647,0.12202379147190794,0.2353583574295044,748,-0.009492200319138425,0.12202755536222522,0
POLD2,cnv->rna,0.29876932540714224,0.29174280985287154,0.30612512394589675,0.0,0.4902736877349585,0.46947850526433443,0.5132000950756508,0.9154313802719116,748,0.26564297765055617,0.22463071008440233,0
NECAB3,cnv->rna,0.22980839242260578,0.22543020738617148,0.23428096421953287,0.0,0.35107640423314446,0.3355245582113251,0.37032801115187425,0.7037873864173889,748,0.18761904050601966,0.1634573637271248,0
KRT15,cnv->rna,0.10633381638956488,0.10034741392197796,0.11219382526160737,0.06550802139037433,0.15918567759304625,0.14888706480434014,0.17113891098137146,0.3254314661026001,748,0.005422796823741722,0.15376288076930453,0
CAPN8,cnv->rna,0.0915926393584652,0.08802063687255858,0.09523908079119664,0.008021390374331552,0.15160064101329385,0.14256739611347335,0.16351125873623437,0.2804795503616333,748,0.08475618886055979,0.06684445215273406,0
EFNA4,cnv->rna,0.14159639010603464,0.13741384146468727,0.14604142164774453,0.0,0.3112230936560932,0.2959226747299163,0.3303687217928819,0.43158045411109924,748,0.26688626955360867,0.04433682410248452,0
METRN,cnv->rna,0.1515099286662046,0.1477860247717034,0.15560784012361562,0.0,0.2525182060282358,0.23771829078921122,0.2682803401626485,0.46386635303497314,748,0.34971102665741616,-0.09719282062918033,0
MNDA,cnv->rna,0.08179523325595779,0.0789102303321866,0.08509292459491712,0.001336898395721925,0.12358395204685825,0.1161672914295727,0.13330145739424523,0.2497497797012329,748,-0.038796067393993224,0.16238001944085148,0
TM4SF1,cnv->rna,0.151593747444753,0.14579049852969386,0.1570550774202718,0.0106951871657754,0.3025264328986105,0.2849252070821942,0.3207437120894505,0.46482616662979126,748,0.028973433512372762,0.2735529993862377,0
SYCP2,cnv->rna,0.3284294115291467,0.32054566486039404,0.33653430901514175,0.0,0.5756443523110519,0.5539776120759506,0.5984952178828759,1.007133960723877,748,0.22246626830431757,0.35317808400673434,0
COL10A1,cnv->rna,0.08177141493473554,0.07870799869283267,0.08485509313235526,0.02807486631016043,0.10973428414508266,0.10269341401675607,0.11892824319385872,0.24959109723567963,748,0.0026264758031806223,0.10710780834190203,0
BNIPL,cnv->rna,0.16804318365229232,0.16255070765356142,0.17390073914194057,0.00267379679144385,0.28914617827869016,0.27337237738922665,0.30863216894331863,0.5154770016670227,748,0.11532536151960504,0.17382081675908512,0
AQP1,cnv->rna,0.06971183913160586,0.0670060018822696,0.07234736433323663,0.02540106951871658,0.10921495878747009,0.10384491515896567,0.11674814157621134,0.21384842693805695,748,-0.10541790268756365,0.21463286147503374,0
CD9,cnv->rna,0.35923446434481093,0.3522399997465184,0.3671019206765695,0.0,0.7168259811777725,0.6957441982887063,0.7392319689205604,1.1064765453338623,748,0.25724884382169405,0.45957713735607847,0
PTMS,cnv->rna,0.20973591993337934,0.20398762336829093,0.2157628899777141,0.004010695187165776,0.3942622782438964,0.3742148949798891,0.41866673686223665,0.6406461596488953,748,0.24618824988379603,0.1480740283601004,0
SND1,cnv->rna,0.2950588852677199,0.2885747546012474,0.30109429518480224,0.0,0.6000687041570223,0.57617302733885,0.6245762463135519,0.9050467014312744,748,0.21420584679355906,0.38586285736346326,0
FZD6,cnv->rna,0.3130190054584733,0.3062745618544518,0.32004302277659175,0.0,0.5891123231077666,0.5634940059931691,0.6130773845154871,0.9623057842254639,748,0.3856197758249271,0.2034925472828395,0
C1S,cnv->rna,0.07139480717321642,0.06734939041992802,0.07538883038620824,0.07219251336898395,0.12018104989022065,0.11126775665859856,0.13185872071346758,0.21823664009571075,748,0.01267019009273539,0.10751085979748526,0
S100A14,cnv->rna,0.1250812876423814,0.12110296648438754,0.1290790650909802,0.00267379679144385,0.24812449296335706,0.23313124058608659,0.26546439626669427,0.3818340599536896,748,0.11932628838998917,0.12879820457336788,0
RBP1,cnv->rna,0.19833215091870549,0.19211380954643625,0.20487146487950209,0.001336898395721925,0.44478774340011135,0.42524582005918876,0.46862233816935484,0.6058379411697388,748,0.0796235108547631,0.36516423254534824,0
RIN2,cnv->rna,0.18825211365762834,0.18123891207978046,0.19502386241520525,0.014705882352941176,0.2848383163487092,0.26936727245205955,0.3021412222382464,0.5754153728485107,748,0.12154544553905236,0.16329287080965685,0
YWHAZ,cnv->rna,0.184492002718388,0.1782730643268384,0.19111418802061642,0.0,0.27776422724160915,0.26230683515491227,0.2979164315946137,0.5663378238677979,748,0.5877606193816579,-0.30999639214004876,0
MAL2,cnv->rna,0.19147844839905045,0.18472857592847788,0.19757951412644298,0.020053475935828877,0.44954935819070835,0.4239565430223484,0.47558846952979256,0.5874691009521484,748,0.4542911660210474,-0.004741807830339062,0
COL1A1,cnv->rna,0.08064583442082592,0.07848812854752724,0.08279531982127634,0.0,0.10474181862192072,0.09964881725631569,0.112447437735068,0.24691914021968842,748,0.03670020110442471,0.06804161751749602,0
KRT14,cnv->rna,0.058788323609254685,0.05497613612364139,0.06245023471813769,0.07754010695187166,0.08192608021809179,0.0760298357469639,0.0891958419908959,0.1803896725177765,748,-0.07982318464589495,0.16174926486398675,0
ETV3,cnv->rna,0.1834976626399061,0.17877470300252943,0.1880958040150054,0.0,0.33418098970003357,0.31469643712337453,0.35559206988526953,0.561431884765625,748,0.2116625104672673,0.12251847923276626,0
MIR635,cnv->rna,0.22010283028721847,0.21561748398566466,0.22469137282409674,0.0,0.41569951385479087,0.39627295657653216,0.4376699812299781,0.673699676990509,748,0.09510752654762572,0.32059198730716515,0
TMEM204,cnv->rna,0.07654275636947357,0.07285444190169962,0.07987652954141715,0.03074866310160428,0.11493021685682452,0.10843176986317381,0.12319400314747919,0.23289534449577332,748,0.015279863844105209,0.09965035301271931,0
MT2A,cnv->rna,0.12172484189382325,0.1166193174916984,0.12691268530552158,0.017379679144385027,0.30715432713982355,0.2889547193631658,0.3293004113471732,0.3710935413837433,748,0.18277366985997476,0.12438065727984879,0
CRABP2,cnv->rna,0.20434310832965633,0.1994247798169689,0.20941616533015964,0.0,0.42315817164320596,0.4027041242964971,0.4451348048930518,0.6231587529182434,748,0.20535582506076108,0.21780234658244488,0
SLC30A1,cnv->rna,0.15298548055569508,0.14822116685491687,0.15767606737343748,0.0,0.2729667918111816,0.25766040026647546,0.29135853854990545,0.470145583152771,748,0.2101664743003763,0.06280031751080531,0
FAM107B,cnv->rna,0.15338166715934584,0.14864062204522785,0.15818305916662448,0.0,0.33258966490181496,0.31428963339284915,0.3525640095330396,0.46967101097106934,748,0.03326953745752691,0.29932012744428804,0
COPZ2,cnv->rna,0.06090596218190011,0.05815254420957796,0.06368795456281849,0.045454545454545456,0.08729199817886896,0.08263648017938756,0.09411496408956592,0.18511778116226196,748,-0.008756588574945144,0.0960485867538141,0
NRN1,cnv->rna,0.059964671809767466,0.05678202454686027,0.06297160483861455,0.058823529411764705,0.11014696166938923,0.10222897609968838,0.11912815885710701,0.18349695205688477,748,0.008962841674310829,0.1011841199950784,0
CYB5R1,cnv->rna,0.21803358850748328,0.21419381666287934,0.22186751436980115,0.0,0.3601582405479229,0.34623418851010757,0.3793164397237545,0.6673860549926758,748,0.24195452269112225,0.11820371785680064,0
EFR3A,cnv->rna,0.24638285400402365,0.24104191396235086,0.2516971311746375,0.0,0.37404433597542996,0.35555577813058925,0.3978911685390272,0.756211519241333,748,0.3034921302006436,0.07055220577478638,0
ISM1,cnv->rna,0.11037772312206705,0.10626267881462093,0.11449592366682636,0.016042780748663103,0.18064459801823884,0.17053375200183493,0.19339384792270106,0.3375329375267029,748,-0.030073689670853866,0.2107182876890927,0
RARRES1,cnv->rna,0.0890737858860307,0.08511896691395368,0.09325914538517631,0.03609625668449198,0.15060313963729854,0.1419632400420127,0.16247370797547192,0.2723754644393921,748,0.11124103728366702,0.03936210235363152,1
GAPDH,cnv->rna,0.23073852977183368,0.2234745188117923,0.23726535536300572,0.00267379679144385,0.45023665572440463,0.427459277572799,0.47691898433941826,0.7091689109802246,748,0.3659976286661541,0.08423902705825054,0
ASAP1,cnv->rna,0.15599529195864104,0.15012048829987593,0.16174556311974037,0.00267379679144385,0.24807428485136146,0.23317924005333762,0.26584890260859595,0.4781796336174011,748,0.24460767231549604,0.0034666125358654154,0
RTP4,cnv->rna,0.22323086811881182,0.21528081067310068,0.23206940004634546,0.0,0.4410585181193426,0.41783221431352485,0.4644027878449862,0.6824942827224731,748,0.10392554079870642,0.3371329773206362,0
TFAP2C,cnv->rna,0.20451341626606218,0.19640010751312895,0.2126221416045967,0.0066844919786096255,0.41044449188212456,0.38980972150150345,0.43342554683498324,0.6268734335899353,748,0.2746021554559071,0.13584233642621746,0
ADAMTS2,cnv->rna,0.059879872694141745,0.05757045782169531,0.062121178195372925,0.012032085561497326,0.07470117434805097,0.07074611347175586,0.0813954881340394,0.18152818083763123,748,0.08209443521723618,-0.007393260869185209,0
TMEM147,cnv->rna,0.3204574031843729,0.31315945014288776,0.3278518067004177,0.001336898395721925,0.5406971528675755,0.5178667582097979,0.5654126390888032,0.9817221164703369,748,0.29654440686132244,0.24415274600625303,0
SSH3,cnv->rna,0.22371241105820008,0.21754664974567606,0.22941865819725688,0.001336898395721925,0.38722763625035866,0.36567500628507493,0.4099727368945262,0.6856850385665894,748,0.1808655852484469,0.20636205100191177,0
PPP1R2,cnv->rna,0.3023001190308571,0.2961226816238587,0.30881517470233766,0.0,0.523744943354234,0.5004805352305522,0.54869550807756,0.9265223741531372,748,0.14016407859543575,0.38358086475879827,0
CFH,cnv->rna,0.047174256670316966,0.04411882789005254,0.05057029263548359,0.11898395721925134,0.06997992440088212,0.06486615275299482,0.07712613868660052,0.14381109178066254,748,-0.04484133861088038,0.1148212630117625,0
CD93,cnv->rna,0.0647166722860443,0.06151304820993643,0.06797405921314646,0.03342245989304813,0.09575604676567938,0.08951672988655333,0.10455391101065459,0.1980983018875122,748,-0.06359168314621713,0.1593477299118965,0
SNRPE,cnv->rna,0.24037232698201172,0.23433896619385067,0.24711338380387562,0.0,0.4888783107496499,0.46675290925987456,0.5112622275805371,0.738255500793457,748,0.47340750290991374,0.015470807839736145,0
INHBA,cnv->rna,0.07371998578218707,0.07097904662508267,0.07642161665576548,0.012032085561497326,0.09901039685607749,0.09392275698544936,0.10682329388623425,0.22440072894096375,748,0.0381147310902811,0.060895665765796386,0
DSTN,cnv->rna,0.28649551119670313,0.2786736717045725,0.2944083574395338,0.0,0.5099061844763073,0.48322855464039405,0.5367347112089362,0.879492461681366,748,0.28512431896653906,0.22478186550976825,0
CLDN3,cnv->rna,0.20645996737036582,0.20124733280726984,0.21216716712534844,0.0,0.37898717066141985,0.3592866837414289,0.40109502218776,0.6309476494789124,748,0.12808270507116853,0.2509044655902513,0
